链家编号,标题,小区名称,小区纬度,小区经度,邻近地铁站,所属街道,所属区域,总价,地铁线路,每平方售价,建造时间,室数,厅数,厨数,卫数,所在楼层,楼层总数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯数,户数,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,url,别墅类型,抵押信息
107102490069,7/13双轨交通 2楼 精装修可拎包入住 前后无遮挡,天池二村,31.190335,121.549627,锦绣路站,北蔡,浦东,425,7,56084,1994,3,1,1,1,低楼层,6,75.78,平层,75.78㎡,板楼,南,砖混结构,精装,一,四,无,2020-05-06,商品房,2014-05-03,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102490069.html,,
107102528004,此房满五唯一税费少 全南户型 格局正气 带装修,万业紫辰苑,31.405662,121.444699,暂无信息,杨行,宝山,312,暂无信息,44350,2012,2,1,1,1,低楼层,32,70.35,平层,70.13㎡,板楼,南,钢混结构,精装,两,四,有,2020-05-14,商品房,2013-12-31,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102528004.html,,
107102531562,建单 小区中间位置 中间楼层 精装修 满五唯一,梅园新村(浦东),31.243037,121.529093,浦东大道站,梅园,浦东,447,4,151629,1982,1,0,1,1,低楼层,6,29.48,平层,暂无数据,板楼,南,砖混结构,精装,一,四,无,2020-05-15,商品房,2000-04-30,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102531562.html,,
107102563368,此房为小面积一室户，总价低，边套全明，税费少,中华小区,31.205148,121.423602,虹桥路站,新华路,长宁,210,3,63406,1996,1,1,1,1,中楼层,7,33.12,平层,暂无数据,板楼,北,钢混结构,简装,一,五,无,2020-05-21,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102563368.html,,
107102273708,一手动迁税费少+小区中间位置+电梯中间楼层,川杨新苑(四期),31.194847,121.644304,张江路站,张江,浦东,288,13,49914,2010,1,1,1,1,中楼层,14,57.7,平层,48.11㎡,板楼,南,钢混结构,毛坯,一,三,有,2020-03-20,动迁安置房,2015-01-29,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102273708.html,,
107102550459,新上精装修两房+  满五唯一+诚意出售+双南户型,金杨七街坊,31.253305,121.587935,云山路站,金杨,浦东,338,6,52387,1995,2,1,1,1,高楼层,6,64.52,平层,暂无数据,板楼,南,砖混结构,精装,一,两,无,2020-05-18,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102550459.html,,
107102450282,户型方正，采光好，朝南，全明户型，满五不唯一,延长小区(闸北),31.275402,121.462016,延长路站,大宁,静安,292,1,87741,1984,1,1,1,1,高楼层,6,33.28,平层,暂无数据,板楼,南,砖混结构,精装,一,四,无,2020-04-27,商品房,2016-03-09,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102450282.html,,
107102430973,满五税低全明两房，采光好，总价低，中间楼层，近地铁,丰庄十四街坊,31.254349,121.3619,丰庄站,丰庄,嘉定,280,13,40894,1998,2,1,1,1,中楼层,6,68.47,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-04-23,商品房,2020-04-06,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102430973.html,,
107102513153,距离18号线口800米，南北通户型，临河位置，楼层好,桃园新城中虹佳园,31.101088,121.591957,暂无信息,周浦,浦东,280,暂无信息,32355,2007,2,1,1,1,高楼层,11,86.54,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一,两,有,2020-05-10,商品房,2016-04-27,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102513153.html,,
107102593842,文怡花园 3室2厅 340万,文怡花园,30.999749,121.445329,西渡站,西渡,奉贤,340,5,23359,2004,3,2,1,2,低楼层,6,145.56,平层,暂无数据,板楼,南,砖混结构,精装,一,两,无,2020-05-28,商品房,2005-01-28,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102593842.html,,
107100703528,陆家嘴高区看江景和金融区，全屋地暖有钥匙随时可以看,江临天下,31.232091,121.518099,商城路站,陆家嘴,浦东,1710,9,86772,2003,4,2,1,2,高楼层,35,197.07,平层,暂无数据,板楼,西,钢混结构,精装,六,六,有,2018-10-08,商品房,2010-10-01,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107100703528.html,,
107100281953,融创滨江壹号院一期 香港新世界品质 5房3厅4卫,融创滨江壹号院,31.204082,121.49165,西藏南路站,世博滨江,黄浦,2260,4,85471,2001,5,3,1,4,高楼层,35,264.42,复式,暂无数据,塔楼,西南,钢混结构,精装,两,六,有,2018-05-12,商品房,2005-12-18,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107100281953.html,,
107100373811,正气三房 业主置换 诚意出售  满五唯一 产权清晰,东方知音苑,31.264388,121.581217,金桥路站,金杨,浦东,985,6,81405,2003,3,2,1,2,低楼层,11,121,平层,91.6㎡,板楼,南,钢混结构,简装,一,两,有,2018-06-12,商品房,2010-05-27,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107100373811.html,,
107102588380,金都正三房，业主急售，位置楼层好,金都雅苑(公寓),30.996135,121.453345,暂无信息,西渡,奉贤,247,暂无信息,22841,2005,3,2,1,1,中楼层,6,108.14,平层,暂无数据,板楼,南,钢混结构,毛坯,一,两,无,2020-05-27,商品房,2005-05-20,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102588380.html,,
107102519777,全景采光＋实木全装＋诚意出售两房+户型通透,碧云东方公寓,31.24852,121.596733,暂无信息,碧云,浦东,900,暂无信息,102076,2005,2,2,1,1,中楼层,11,88.17,平层,暂无数据,板楼,东南 南,钢混结构,精装,一,三,有,2020-05-12,商品房,2010-10-14,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102519777.html,,
107102531382,翔川家园 2室2厅 430万,翔川家园,31.18823,121.701521,川沙站,川沙,浦东,430,2,53878,2008,2,2,1,1,高楼层,6,79.81,平层,暂无数据,板楼,南,钢混结构,其他,一,两,无,2020-05-15,商品房,2013-12-10,普通住宅,满五年,暂无数据,https://sh.lianjia.com/ershoufang/107102531382.html,,
107102236268,金山新城，二手房里的新房，满五唯一，无人住过,绿地芳满庭,30.75596,121.322951,暂无信息,张堰,金山,175,暂无信息,19887,2013,3,2,1,1,低楼层,11,88,平层,暂无数据,板楼,南,钢混结构,精装,一,两,有,2020-03-11,商品房,2014-11-23,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102236268.html,,
107102586491,绿地金山老街位于金山新城范围，总价低，楼层好,绿地金卫新家园（西区）,30.749996,121.316913,暂无信息,张堰,金山,138,暂无信息,15917,2007,2,2,1,1,中楼层,6,86.7,平层,暂无数据,板楼,南,钢混结构,毛坯,一,两,无,2020-05-26,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102586491.html,,
107102527308,康外一房 位置好 楼层佳 南北通风好 采光无遮挡,杜鹃园,31.161461,121.419365,暂无信息,康健,徐汇,350,暂无信息,81529,1992,1,1,1,1,中楼层,6,42.93,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-14,商品房,2000-04-10,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102527308.html,,
107102564762,近地铁满五唯一正两房，一楼精装双天井,鸿宝一村(南区),30.997105,121.43578,西渡站,西渡,奉贤,175,5,25555,1995,2,1,1,1,低楼层,6,68.48,平层,暂无数据,板楼,南,砖混结构,精装,一,四,无,2020-05-22,商品房,2002-12-02,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102564762.html,,
107102578085,诚心出售+价格可谈+看房便利+中间楼层+满五唯一,浦江花园,30.994299,121.440759,西渡站,西渡,奉贤,265,5,23110,2000,3,2,1,2,低楼层,6,114.67,平层,暂无数据,板楼,南,钢混结构,简装,一,两,无,2020-05-24,商品房,2008-03-07,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102578085.html,,
107102592248,健安坊 2室2厅 415万,健安坊,31.163385,121.430442,上海南站站,康健,徐汇,415,1,71800,1991,2,2,1,1,中楼层,4,57.8,平层,57.8㎡,板楼,东 南 西,砖混结构,精装,一,两,无,2020-05-28,商品房,暂无数据,普通住宅,暂无数据,暂无数据,https://sh.lianjia.com/ershoufang/107102592248.html,,
107102560846,内环边上，总价低，产权清晰，诚意出售，楼层好！,田林十三村,31.17953,121.431084,桂林路站,田林,徐汇,245,9,82381,1986,1,0,1,1,高楼层,6,29.74,平层,暂无数据,板楼,南 北,砖混结构,简装,一,四,无,2020-05-21,商品房,2015-12-16,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102560846.html,,
107101517853,小巧的户型，温馨的家，采光充足，居住舒适。,星颂家园,31.281152,121.682518,暂无信息,曹路,浦东,223,暂无信息,39617,2011,1,1,1,1,中楼层,24,56.29,平层,50㎡,板楼,南,钢混结构,精装,两,四,有,2019-07-09,动迁安置房,2015-11-12,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107101517853.html,,
107102468394,边套全明，中间楼层，精装修大两房,华利公寓,31.185811,121.421608,桂林路站,田林,徐汇,556,9,57978,1995,2,1,0,1,中楼层,28,95.9,平层,暂无数据,塔楼,东南,钢混结构,精装,两,七,有,2020-05-01,商品房,2009-05-01,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102468394.html,,
107102486641,中间楼层 采光无遮挡 满五唯一 税少 近地铁,新德五村,31.20285,121.697457,暂无信息,川沙,浦东,205,暂无信息,34362,1994,2,1,1,1,中楼层,6,59.66,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-05,商品房,2005-05-31,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102486641.html,,
107102511520,文怡花园中间楼层，双南户型，客厅带阳台，满五唯一,文怡花园,30.999749,121.445329,暂无信息,西渡,奉贤,199,暂无信息,24638,1998,2,1,1,1,中楼层,6,80.77,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-10,商品房,2006-07-28,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102511520.html,,
107102513996,南北户型  满五不唯一  非顶楼 交通便利,康宁坊,31.163559,121.434041,上海南站站,康健,徐汇,350,1,61061,1991,2,1,0,1,高楼层,6,57.32,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-11,商品房,2015-07-04,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102513996.html,,
107102516202,万馨佳园自住精装两居室，房型正气，采光好，诚心出售,万馨佳园,31.197318,121.68016,暂无信息,川沙,浦东,345,暂无信息,46428,2005,2,2,1,1,高楼层,6,74.31,平层,暂无数据,板楼,南,钢混结构,精装,一,两,无,2020-05-11,商品房,2011-05-25,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102516202.html,,
107102527668,新上笋盘 近地铁98年大三房 没有增值税 业主诚心出售,妙栏路200弄,31.19067,121.694431,川沙站,川沙,浦东,335,2,39815,1998,3,1,1,1,低楼层,6,84.14,平层,暂无数据,板楼,南 北,砖混结构,简装,一,两,无,2020-05-14,商品房,2004-02-26,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102527668.html,,
107100830909,南北两房，花园小区，闹中取静，精装拎包入住,嘉瑞花苑,31.207719,121.469298,嘉善路站,斜土路,徐汇,860,9,76958,2001,2,2,1,1,中楼层,24,111.75,平层,暂无数据,板楼,南,钢混结构,精装,两,五,有,2018-11-23,商品房,2002-06-28,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107100830909.html,,
107102222296,鸿宝好房出售，两房朝南，中间楼层，不靠高架，诚意卖,鸿宝一村(北区),30.999988,121.435337,西渡站,西渡,奉贤,163,5,22244,1994,2,1,1,1,低楼层,6,73.28,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-03-06,商品房,2016-03-01,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102222296.html,,
107102246499,09年商品电梯房 中间楼层，户型方正没有遮挡,和憬家园,31.207143,121.6924,华夏东路站,川沙,浦东,310,2,45124,2009,2,1,1,1,低楼层,11,68.7,平层,暂无数据,板楼,南,钢混结构,简装,一,三,有,2020-03-13,商品房,2015-06-17,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102246499.html,,
107102289311,此房满五不唯一，配套齐全，房子采光好，看房方便。,玉宇小区,31.196999,121.69627,暂无信息,川沙,浦东,315,暂无信息,34623,1999,2,2,1,1,高楼层,6,90.98,平层,暂无数据,板楼,南,钢混结构,简装,一,两,无,2020-03-23,商品房,2001-01-16,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102289311.html,,
107102397510,一手动迁房，2号线华夏东路地铁站,顺馨佳园,31.198447,121.683048,华夏东路站,川沙,浦东,412,2,47499,2009,2,1,1,1,中楼层,6,86.74,平层,暂无数据,板楼,南,钢混结构,简装,一,两,无,2020-04-16,动迁安置房,2010-02-11,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102397510.html,,
107102578031,居家精装修、双南两房、西边套全明、近锦江乐园站,花苑村丁香园,31.151923,121.421885,锦江乐园站,康健,徐汇,368,1,62331,1992,2,1,1,1,低楼层,6,59.04,平层,暂无数据,板楼,南,砖混结构,精装,一,两,无,2020-05-24,商品房,2015-08-24,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102578031.html,,
107101471888,中虹家园 大双南房型 20万精装修 房东诚心出售,中虹家园,31.288878,121.67887,暂无信息,曹路,浦东,276,暂无信息,39741,2011,2,1,1,1,高楼层,18,69.45,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2019-06-27,动迁安置房,2016-07-20,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107101471888.html,,
107102499013,低总价+满五唯一+别墅区住宅+全明户型+居家装修,金都雅苑(公寓),30.996135,121.453345,暂无信息,西渡,奉贤,189,暂无信息,24114,2005,2,1,1,1,高楼层,6,78.38,平层,暂无数据,板楼,南,钢混结构,简装,一,两,无,2020-05-08,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102499013.html,,
107102505524,新南家园电梯房，高楼层，采光好，满五唯一，诚心出售,新南家园,30.998925,121.452048,暂无信息,西渡,奉贤,240,暂无信息,25557,2008,2,2,1,1,高楼层,17,93.91,平层,暂无数据,板楼,南,钢混结构,简装,两,四,有,2020-05-09,商品房,2012-05-10,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102505524.html,,
107101716072,大面宽 好楼层 实际面积>36.8 附带细心居家自住装修,又一村(静安),31.235936,121.452082,静安寺站,江宁路,静安,395,2,107337,1992,1,1,1,1,中楼层,7,36.8,平层,暂无数据,板楼,南,钢混结构,精装,一,十,无,2019-09-04,商品房,2016-10-13,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107101716072.html,,
107100966361,8.9万\平距黄浦江约100米一线江景盘270度赏园景水景,财富海景花园,31.231597,121.515522,商城路站,陆家嘴,浦东,3100,9,89731,2006,4,2,1,3,低楼层,38,345.48,平层,暂无数据,板楼,南,钢混结构,精装,五,三,有,2019-01-15,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107100966361.html,,
107101631843,自带空中花园+4/8双轨交通+高区视野开阔+滨江金融城,阳光翠竹苑,31.218891,121.504942,小南门站,董家渡,黄浦,1038,9,81784,2004,2,2,1,2,高楼层,33,126.92,平层,126.92㎡,板楼,南,钢混结构,精装,两,两,有,2019-08-11,商品房,2007-09-12,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107101631843.html,,
107102520851,小户型 总价低，售后公房，中间楼层，采光充足,梅园五街坊,31.2378,121.536019,世纪大道站,梅园,浦东,560,2,130719,1993,1,1,1,1,低楼层,6,42.84,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-12,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102520851.html,,
107101721319,动静分离复式2房+看小区绿化和湖景+诚意售价格可谈,中凯城市之光(静安),31.232799,121.471878,南京西路站,南京西路,静安,1290,2,108386,2004,2,2,1,2,低楼层,26,119.02,复式,暂无数据,板楼,南,钢混结构,精装,两,五,有,2019-09-05,商品房,2003-01-19,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101721319.html,,
107101879128,中虹家园 两房精装  拎包入住 配套齐全。,中虹家园,31.288878,121.67887,暂无信息,曹路,浦东,277,暂无信息,39130,2011,2,1,0,1,中楼层,14,70.79,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2019-10-16,商品房,2016-07-19,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107101879128.html,,
107102221945,此房南北通透，三开间朝南，带100平装修的阁楼,桃源艺筑,31.059188,121.754268,暂无信息,惠南,浦东,360,暂无信息,30401,2012,3,2,1,2,高楼层,5,118.42,平层,暂无数据,板楼,南 北,砖混结构,精装,一,两,无,2020-03-06,商品房,2013-05-06,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102221945.html,,
107102310011,满五+中间楼层+精装修+采光无遮挡+业主诚心出售,潍坊六村,31.228007,121.52945,浦电路站,潍坊,浦东,365,4,112308,1983,1,0,1,1,中楼层,6,32.5,平层,30㎡,板楼,南,砖混结构,精装,一,四,无,2020-03-28,商品房,2015-02-15,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102310011.html,,
107102333761,only one 小三房 总价低 南临河 东边套,上海源花城,31.149137,121.309184,暂无信息,九亭,松江,285,暂无信息,33869,2008,3,1,1,1,低楼层,11,84.15,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,有,2020-04-03,商品房,2015-04-21,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102333761.html,,
107102347038,2014年小区，2T4H精装修，高区景观，近9/15双地铁,徐汇世家花园,31.187566,121.424833,桂林路站,田林,徐汇,835,9,88146,2014,2,2,0,1,中楼层,35,94.73,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-04-05,商品房,2016-04-08,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102347038.html,,
